Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin
1,3,0,28.307238572006874,0,0,7.2292,1.8293915125379598
0,3,0,21.0,0,0,8.05,1.8321979880242392
0,3,1,18.0,2,0,18.0,1.0688391582530903
1,3,1,14.0,1,0,11.2417,1.345333903903235
0,3,1,40.0,1,0,9.475,1.3392932116010794
0,2,1,27.0,1,0,21.0,2.940365779150747
0,3,0,28.29529382186232,0,0,7.8958,1.8316707481119776
1,2,1,3.0,1,2,41.5792,2.9046636681426703
1,3,1,19.0,0,0,7.8792,1.6334395528870864
0,3,0,28.292530724844184,0,0,8.05,1.8321979880242392
0,3,0,24.355879210205647,1,0,15.5,1.558068299749653
1,3,1,25.05531238465023,0,0,7.75,1.6329977928568393
0,3,0,20.44199905542865,2,0,21.6792,1.279593498112539
0,3,1,18.0,1,0,17.8,1.3677580123116941
0,3,0,7.0,4,1,39.6875,0.6889287989910837
0,3,0,21.0,0,0,7.8,1.8313431892040999
1,1,1,49.0,1,0,76.7292,4.0
1,2,1,29.0,1,0,26.0,2.9574617555535188
0,1,0,65.0,0,1,61.9792,6.0
1,1,0,41.82341599068002,0,0,35.5,5.0
1,2,1,21.0,0,0,10.5,3.2040669218196416
0,3,0,28.5,0,0,7.2292,1.8293915125379598
1,2,1,5.0,1,2,27.75,2.857378932768828
0,3,0,11.0,5,2,46.9,0.36095384457453683
0,3,0,22.0,0,0,7.2292,1.8293915125379598
1,1,1,38.0,0,0,80.0,6.0
0,1,0,45.0,1,0,83.475,5.0
0,3,0,4.0,3,2,27.9,0.8951945204734351
0,1,0,41.96281083065078,0,0,27.7208,5.022788978431524
1,3,0,23.58857000087372,1,1,15.2458,1.5041659330465054
1,2,1,29.0,0,0,10.5,2.0
0,3,0,19.0,0,0,8.1583,1.8325682868731228
1,3,1,17.0,4,2,7.925,0.3291189650464128
0,3,0,26.0,2,0,8.6625,1.2350868589041477
0,2,0,32.0,0,0,10.5,3.402241358402875
0,3,1,16.0,5,2,46.9,0.16277940799130253
0,2,0,21.0,0,0,73.5,3.617650661077799
0,3,0,26.0,1,0,14.4542,1.554492505325249
1,3,0,32.0,0,0,56.4958,1.997843638746918
0,3,0,25.0,0,0,7.65,2.0
0,3,0,28.29529382186232,0,0,7.8958,1.8316707481119776
0,3,0,28.292530724844184,0,0,8.05,1.8321979880242392
1,2,0,0.83,0,2,29.0,3.35943005656747
1,3,1,30.0,0,0,12.475,1.6491534905574587
0,3,0,22.0,0,0,9.0,1.8354462235407656
1,3,0,29.0,0,0,9.5,1.8371558211810424
1,3,1,25.054640425258658,0,0,7.7875,1.6331260126798597
0,1,0,28.0,0,0,47.1,5.089050247612442
1,2,1,17.0,0,0,10.5,3.2040669218196416
1,3,1,33.0,3,0,15.85,0.7618851952851822
0,3,0,16.0,1,3,34.375,1.463505988881625
0,3,0,28.292530724844184,0,0,8.05,1.8321979880242392
1,1,1,23.0,3,2,263.0,5.0
0,3,0,24.0,0,0,8.05,1.8321979880242392
0,3,0,29.0,0,0,8.05,1.8321979880242392
0,3,0,20.0,0,0,7.8542,1.8315285095883063
0,1,0,46.0,1,0,61.175,3.0
0,3,0,26.0,1,2,20.575,1.4693543012728059
0,3,0,59.0,0,0,7.25,1.829462631799795
0,3,0,28.292530724844184,0,0,8.05,1.8321979880242392
0,1,0,71.0,0,0,34.6542,7.0
1,1,0,23.0,0,1,63.3583,4.0
1,2,1,34.0,0,1,23.0,3.1937736555637404
0,2,0,34.0,1,0,26.0,3.155636192136752
0,3,1,28.0,0,0,7.8958,1.6334963115287442
0,3,0,28.29529382186232,0,0,7.8958,1.8316707481119776
0,1,0,21.0,0,1,77.2875,4.0
0,3,0,33.0,0,0,8.6542,1.8342638658127495
0,3,0,37.0,2,0,7.925,1.2325652023847384
0,3,0,28.0,0,0,7.8958,1.8316707481119776
1,3,1,21.0,0,0,7.65,1.6326558733287833
1,3,0,28.29745842704903,0,0,7.775,1.8312577093220863
0,3,0,38.0,0,0,7.8958,1.8316707481119776
1,3,1,20.958286561890255,1,0,24.15,1.3894699023432144
0,1,0,47.0,0,0,52.0,5.0
0,3,1,14.5,1,0,14.4542,1.3563180687420155
0,3,0,22.0,0,0,8.05,1.8321979880242392
0,3,1,20.0,1,0,9.825,1.340489929949273
0,3,1,17.0,0,0,14.4583,1.6559347805573816
0,3,0,21.0,0,0,7.925,1.8317705886141695
0,3,0,70.5,0,0,7.75,1.8311722294400727
0,2,0,29.0,1,0,21.0,3.1385402157339803
0,1,0,24.0,0,1,247.5208,6.0
0,3,1,2.0,4,2,31.275,0.40895717484735705
0,2,0,21.0,2,0,73.5,3.0184452748483674
0,3,0,28.292530724844184,0,0,8.05,1.8321979880242392
0,2,0,32.5,1,0,30.0708,3.1695550522848324
1,2,1,32.5,0,0,13.0,3.0
0,1,0,54.0,0,1,77.2875,4.0
1,3,0,12.0,1,0,11.2417,1.5435083404864685
0,3,0,28.297906399976746,0,0,7.75,1.8311722294400727
1,3,0,24.0,0,0,7.1417,1.8290923329509114
1,3,1,20.218527687612706,1,1,22.3583,2.0
0,3,0,45.0,0,0,6.975,1.828522353097643
0,3,0,33.0,0,0,7.8958,1.8316707481119776
0,3,0,20.0,0,0,7.05,1.8287787927436847
0,3,1,47.0,1,0,14.5,1.3564746678858652
1,2,1,29.0,1,0,26.0,2.9574617555535188
0,2,0,25.0,0,0,13.0,3.410789346604261
0,2,0,23.0,0,0,15.0458,3.4177843363092193
1,1,1,19.0,0,2,26.2833,4.0
0,1,0,37.0,1,0,53.1,5.0
0,3,0,16.0,0,0,9.2167,1.836187163158062
0,1,0,24.0,0,0,79.2,6.0
0,3,1,23.37726736966619,0,2,15.2458,1.552560982315157
1,3,1,22.0,0,0,7.75,1.6329977928568393
1,3,1,24.0,1,0,15.85,1.3610905815146133
0,3,0,19.0,0,0,6.75,1.8277530341595183
0,2,0,18.0,0,0,11.5,3.4056605536834295
0,2,0,19.0,1,1,36.75,3.139359334139881
1,3,0,27.0,0,0,7.7958,1.8313288285839215
0,3,1,9.0,2,2,34.375,1.0187620664465076
0,2,0,36.5,0,2,26.0,2.0
0,2,0,42.0,0,0,13.0,3.410789346604261
0,2,0,51.0,0,0,12.525,3.409165228845998
1,1,1,22.0,1,0,66.6,5.0
0,3,0,55.5,0,0,8.05,1.8321979880242392
0,3,0,40.5,0,2,14.5,1.7481853830581544
0,3,0,28.30574592621173,0,0,7.3125,1.82967633150483
0,1,0,51.0,0,1,61.3792,5.084840413599704
1,3,1,16.0,0,0,7.7333,1.6329406922956542
0,3,0,30.0,0,0,8.05,1.8321979880242392
0,3,0,28.2815553881152,0,0,8.6625,1.8342922451335788
0,3,0,-4.778455730892155,8,2,69.55,-0.4604094616650549
0,3,0,44.0,0,1,16.1,1.806689302769871
1,2,1,40.0,0,0,15.75,3.2220176970425523
0,3,0,26.0,0,0,7.775,1.8312577093220863
0,3,0,17.0,0,0,8.6625,1.8342922451335788
0,3,0,1.0,4,1,39.6875,0.6889287989910837
1,3,0,9.0,0,2,20.525,1.7687860346234938
1,1,1,37.45953889367604,0,1,55.0,3.0
0,3,1,45.0,1,4,27.9,1.1901590555939716
0,1,0,41.99498962199429,0,0,25.925,5.016648787546703
0,3,0,28.0,0,0,56.4958,1.997843638746918
0,1,0,61.0,0,0,33.5,6.0
0,3,0,4.0,4,1,29.125,0.6528135488402285
1,3,1,1.0,1,1,11.1333,1.2919300558719922
0,3,0,21.0,0,0,7.925,1.8317705886141695
0,1,0,56.0,0,0,30.6958,7.0
0,3,0,18.0,1,1,7.8542,1.4788926092107602
0,3,0,15.799111376639225,3,1,25.4667,0.9399077998600927
0,1,1,50.0,0,0,28.7125,5.0
0,2,0,30.0,0,0,13.0,3.410789346604261
0,3,0,36.0,0,0,0.0,1.8046734660157764
0,3,1,-8.021049746218672,8,2,69.55,-0.6585838982482883
0,2,0,35.17847807531704,0,0,15.05,3.4177986969293976
0,3,0,9.0,4,2,31.3875,0.6075162708996524
1,2,0,1.0,2,1,39.0,2.0
1,3,1,4.0,0,2,22.025,1.5757403909610916
0,1,0,41.56359169260618,0,0,50.0,7.0
1,3,1,21.11328519487913,1,0,15.5,1.3598938631664197
1,1,0,45.0,0,0,26.55,5.01878578459705
0,3,0,40.0,1,1,15.5,1.505035092486823
0,3,0,36.0,0,0,7.8958,1.8316707481119776
1,2,1,32.0,0,0,13.0,3.2126149100210277
0,2,0,19.0,0,0,13.0,3.410789346604261
1,3,1,19.0,1,0,7.8542,1.3337513798903569
1,2,0,3.0,1,1,26.0,2.0
1,1,1,44.0,0,0,27.7208,6.0
1,1,1,58.0,0,0,146.5208,6.0
0,3,0,28.297906399976746,0,0,7.75,1.8311722294400727
0,3,0,42.0,0,1,8.4042,1.780375859729781
1,3,1,25.05531238465023,0,0,7.75,1.6329977928568393
0,2,1,24.0,0,0,13.0,3.2126149100210277
0,3,0,28.0,0,0,9.5,1.8371558211810424
0,3,0,-4.778455730892155,8,2,69.55,-0.4604094616650549
0,3,0,34.0,0,0,6.4958,1.8268838747192016
0,3,0,45.5,0,0,7.225,1.8293771519177815
1,3,0,18.0,0,0,8.05,1.8321979880242392
0,3,1,2.0,0,1,10.4625,1.0
0,3,0,32.0,1,0,15.85,1.5592650180978467
1,3,0,26.0,0,0,18.7875,1.8689115973491912
1,3,1,16.0,0,0,7.75,1.6329977928568393
1,1,0,40.0,0,0,31.0,7.0
0,3,0,24.0,0,0,7.05,1.8287787927436847
1,2,1,35.0,0,0,21.0,3.2399684722654625
0,3,0,22.0,0,0,7.25,1.829462631799795
0,2,0,30.0,0,0,13.0,3.410789346604261
0,3,0,24.494750817796838,1,0,7.75,1.5315695363253568
1,1,1,31.0,1,0,113.275,4.0
1,3,1,27.0,0,0,7.925,1.633596152030936
0,2,0,42.0,1,0,27.0,3.159055387417306
1,1,1,32.0,0,0,76.2917,4.0
0,2,0,30.0,0,0,10.5,3.402241358402875
1,3,0,16.0,0,0,8.05,1.8321979880242392
0,2,0,27.0,0,0,13.0,3.410789346604261
0,3,0,51.0,0,0,8.05,1.8321979880242392
0,3,0,28.29529382186232,0,0,7.8958,1.8316707481119776
1,1,0,38.0,1,0,90.0,5.0
0,3,0,22.0,0,0,9.35,1.8366429418889592
1,2,0,19.0,0,0,10.5,3.402241358402875
0,3,0,20.5,0,0,7.25,1.829462631799795
0,2,0,18.0,0,0,13.0,3.410789346604261
0,3,1,12.556517361312707,3,1,25.4667,0.7417333632768592
1,1,1,35.0,1,0,83.475,5.0
0,3,0,29.0,0,0,7.775,1.8312577093220863
0,2,0,59.0,0,0,13.5,3.4124989442445384
1,3,1,5.0,4,2,31.3875,0.409341834316419
0,2,0,24.0,0,0,10.5,3.402241358402875
0,3,1,25.058896168071936,0,0,7.55,1.632313953800728
0,2,0,44.0,1,0,26.0,3.155636192136752
1,2,1,8.0,0,2,26.25,3.151852832962712
0,2,0,19.0,0,0,10.5,3.402241358402875
0,2,0,33.0,0,0,12.275,3.408310430025859
0,3,1,21.132024798391242,1,0,14.4542,1.3563180687420155
1,3,1,21.11328519487913,1,0,15.5,1.3598938631664197
0,2,0,29.0,0,0,10.5,3.402241358402875
0,3,0,22.0,0,0,7.125,1.8290352323897263
0,3,0,30.0,0,0,7.225,1.8293771519177815
0,1,0,44.0,2,0,90.0,5.0
0,3,1,25.0,0,0,7.775,1.633083272738853
1,2,1,24.0,0,2,14.5,3.1116772884161983
1,1,0,37.0,1,1,52.5542,4.0
0,2,0,54.0,1,0,26.0,3.155636192136752
0,3,0,28.306865858531015,0,0,7.25,1.829462631799795
0,3,1,29.0,1,1,10.4625,1.0
0,1,0,62.0,0,0,26.55,5.0
0,3,0,30.0,1,0,16.1,1.560119816917985
0,3,1,41.0,0,2,20.2125,1.5695430995150863
1,3,1,29.0,0,2,15.2458,1.552560982315157
1,1,1,37.797765297710285,0,0,79.2,5.000631979535003
1,1,1,30.0,0,0,86.5,6.0
1,1,1,35.0,0,0,512.3292,6.4815852960452816
1,2,1,50.0,0,1,26.0,3.2040312414054037
0,3,0,28.297906399976746,0,0,7.75,1.8311722294400727
1,3,0,3.0,4,2,31.3875,0.6075162708996524
0,1,0,52.0,1,1,79.65,3.0
0,1,0,40.0,0,0,0.0,6.0
0,3,1,25.05531238465023,0,0,7.75,1.6329977928568393
0,2,0,36.0,0,0,10.5,3.402241358402875
0,3,0,16.0,4,1,39.6875,0.6889287989910837
1,3,0,25.0,1,0,7.775,1.5316550162073703
1,1,1,58.0,0,1,153.4625,5.0
1,1,1,35.0,0,0,135.6333,5.0
0,1,0,41.90405111766845,0,0,31.0,5.034001203595517
1,3,0,25.0,0,0,0.0,1.8046734660157764
1,2,1,41.0,0,1,19.5,3.1818064720818002
0,1,0,37.0,0,1,29.7,5.0
1,3,1,25.05531238465023,0,0,7.75,1.6329977928568393
1,1,1,63.0,1,0,77.9583,4.0
0,3,1,45.0,0,0,7.75,1.6329977928568393
0,2,0,35.448157777800574,0,0,0.0,3.3663398079570546
0,3,0,7.0,4,1,29.125,0.6528135488402285
1,3,1,35.0,1,1,20.25,1.3231018334862226
0,3,0,65.0,0,0,7.75,1.8311722294400727
0,3,0,28.0,0,0,7.8542,1.8315285095883063
0,3,0,16.0,0,0,9.5,1.8371558211810424
1,3,0,19.0,0,0,8.05,1.8321979880242392
0,1,0,41.99364570321116,0,0,26.0,7.0
0,3,0,33.0,0,0,8.6625,1.8342922451335788
1,3,0,30.0,0,0,9.5,1.8371558211810424
0,3,0,22.0,0,0,7.8958,1.8316707481119776
1,2,0,42.0,0,0,13.0,3.410789346604261
1,3,1,22.0,0,0,7.75,1.6329977928568393
1,1,1,26.0,0,0,78.85,4.999435261186809
1,1,1,19.0,1,0,91.0792,6.0
0,2,0,36.0,0,0,12.875,4.0
0,3,1,24.0,0,0,8.85,1.636758907665449
0,3,0,24.0,0,0,7.8958,1.8316707481119776
0,1,0,41.96281083065078,0,0,27.7208,5.022788978431524
0,3,0,23.5,0,0,7.2292,1.8293915125379598
0,1,1,2.0,1,2,151.55,5.0
1,1,0,41.913010576222725,0,0,30.5,5.0
1,1,1,50.0,0,1,247.5208,6.0
1,3,1,25.05531238465023,0,0,7.75,1.6329977928568393
1,3,0,20.413852020434554,2,0,23.25,1.2849643700592335
0,3,0,19.0,0,0,0.0,1.8046734660157764
1,2,1,31.984265136183577,0,0,12.35,3.0
0,3,0,28.292530724844184,0,0,8.05,1.8321979880242392
1,1,0,0.92,1,2,151.55,5.0
1,1,1,37.230034871285255,0,0,110.8833,5.10896336936739
1,1,1,17.0,1,0,108.9,5.0
0,2,0,30.0,1,0,24.0,3.1487978015756433
1,1,1,30.0,0,0,56.9292,3.0
1,1,1,24.0,0,0,83.1583,5.0
1,1,1,18.0,2,2,262.375,6.0
0,2,1,26.0,1,1,26.0,2.9044285482906878
0,3,0,28.0,0,0,7.8958,1.8316707481119776
0,2,0,43.0,1,1,26.25,3.1034577836940604
1,3,1,26.0,0,0,7.8542,1.6333540730050728
1,2,1,24.0,1,0,26.0,2.9574617555535188
0,2,0,54.0,0,0,14.0,3.4142085418848156
1,1,1,31.0,0,2,164.8667,5.0
1,1,1,40.0,1,1,134.5,3.0
0,3,0,22.0,0,0,7.25,1.829462631799795
0,3,0,27.0,0,0,7.8958,1.8316707481119776
1,2,1,30.0,0,0,12.35,3.2103924330886673
1,2,1,22.0,1,1,29.0,2.914686134132351
0,3,0,-4.778455730892155,8,2,69.55,-0.4604094616650549
1,1,1,36.0,0,0,135.6333,5.0
0,3,0,61.0,0,0,6.2375,1.8260006965782338
1,2,1,36.0,0,0,13.0,4.0
1,3,1,31.0,1,1,20.525,1.3240421121883745
1,1,1,16.0,0,1,57.9792,6.0
1,3,1,17.171258005108037,2,0,23.25,1.086789933476
0,1,0,45.5,0,0,28.5,5.0
0,1,0,38.0,0,1,153.4625,5.0
0,3,0,16.0,2,0,18.0,1.2670135948363237
1,1,1,33.018924678970336,1,0,133.65,4.887204469446472
0,3,0,28.29529382186232,0,0,7.8958,1.8316707481119776
0,1,0,29.0,1,0,66.6,5.0
1,1,1,41.0,0,0,134.5,3.0
1,3,0,45.0,0,0,8.05,1.8321979880242392
0,1,0,45.0,0,0,35.5,5.049387582358012
1,2,0,2.0,1,1,26.0,2.0
1,1,1,24.0,3,2,263.0,5.0
0,2,0,28.0,0,0,13.0,3.410789346604261
0,2,0,25.0,0,0,13.0,3.410789346604261
0,2,0,36.0,0,0,13.0,3.410789346604261
1,2,1,24.0,0,0,13.0,2.0
1,2,1,40.0,0,0,13.0,3.2126149100210277
1,3,1,21.102533844614005,1,0,16.1,1.3619453803347517
1,3,0,3.0,1,1,15.9,1.5064027705990446
0,3,0,42.0,0,0,8.6625,1.8342922451335788
0,3,0,23.0,0,0,9.225,1.8362155424788904
0,1,0,41.83237544923429,0,0,35.0,5.0
0,3,0,15.0,1,1,7.2292,1.4767556121604137
0,3,0,25.0,1,0,17.8,1.5659324488949276
0,3,0,28.30731383145873,0,0,7.225,1.8293771519177815
0,3,0,28.0,0,0,9.5,1.8371558211810424
1,1,1,22.0,0,1,55.0,3.0
0,2,1,38.0,0,0,13.0,3.2126149100210277
1,3,1,25.052997260559803,0,0,7.8792,1.6334395528870864
1,3,1,25.052997260559803,0,0,7.8792,1.6334395528870864
0,3,0,40.0,1,4,27.9,1.388333492177205
0,2,0,29.0,1,0,27.7208,3.16151994337553
0,3,1,45.0,0,1,14.4542,1.6028875545939014
0,3,0,35.0,0,0,7.05,1.8287787927436847
0,3,0,24.355879210205647,1,0,15.5,1.558068299749653
0,3,0,30.0,0,0,7.25,1.829462631799795
1,1,1,60.0,1,0,75.25,4.0
1,3,1,25.064644556680356,0,0,7.2292,1.6312170759547264
1,3,1,25.05531238465023,0,0,7.75,1.6329977928568393
1,1,1,24.0,0,0,69.3,6.0
1,1,0,25.0,1,0,55.4417,3.0
0,3,0,18.0,1,0,6.4958,1.5272811816044856
0,3,0,19.0,0,0,8.05,1.8321979880242392
0,1,0,22.0,0,0,135.6333,5.391762889144344
0,3,1,3.0,3,1,21.075,0.7267172833632483
1,1,1,33.94137619658432,1,0,82.1708,4.711187031759758
1,3,1,22.0,0,0,7.25,1.6312881952165617
0,1,0,27.0,0,2,211.5,5.0
0,3,0,20.0,0,0,4.0125,1.818392987079001
0,3,0,19.0,0,0,7.775,1.8312577093220863
1,1,1,42.0,0,0,227.525,5.507784119523226
1,3,1,1.0,0,2,15.7417,1.5542565612547845
0,3,0,32.0,0,0,7.925,1.8317705886141695
1,1,1,35.0,1,0,52.0,4.608027174789209
0,3,0,28.29529382186232,0,0,7.8958,1.8316707481119776
0,2,0,18.0,0,0,73.5,3.617650661077799
0,3,0,1.0,5,2,46.9,0.36095384457453683
1,2,1,36.0,0,0,13.0,3.2126149100210277
0,3,0,28.2982791134526,0,0,7.7292,1.8311011101782366
1,2,1,17.0,0,0,12.0,3.2091957147404733
1,1,0,36.0,1,2,120.0,6.0
1,3,0,21.0,0,0,7.7958,1.8313288285839215
0,3,0,28.0,2,0,7.925,1.2325652023847384
1,1,1,23.0,1,0,113.275,4.0
1,3,1,24.0,0,2,16.7,1.0
0,3,0,22.0,0,0,7.7958,1.8313288285839215
0,3,1,31.0,0,0,7.8542,1.6333540730050728
0,2,0,46.0,0,0,26.0,3.4552388852514673
0,2,0,23.0,0,0,10.5,3.402241358402875
1,2,1,28.0,0,0,12.65,3.2114181916728337
1,3,0,39.0,0,0,7.925,1.8317705886141695
0,3,0,26.0,0,0,8.05,1.8321979880242392
0,3,1,21.0,1,0,9.825,1.340489929949273
0,3,0,28.0,1,0,15.85,1.5592650180978467
0,3,1,20.0,0,0,8.6625,1.6361178085503454
0,2,0,34.0,1,0,21.0,3.1385402157339803
0,3,0,51.0,0,0,7.75,1.8311722294400727
1,2,0,3.0,1,1,18.75,3.077813819089903
0,3,0,21.0,0,0,7.775,1.8312577093220863
0,3,1,12.556517361312707,3,1,25.4667,0.7417333632768592
0,3,0,28.29529382186232,0,0,7.8958,1.8316707481119776
0,3,0,28.31388469836243,0,0,6.8583,1.828123333008402
1,1,1,33.0,1,0,90.0,5.0
0,2,0,35.448157777800574,0,0,0.0,3.3663398079570546
1,3,0,44.0,0,0,7.925,1.8317705886141695
0,3,1,25.049936709517667,0,0,8.05,1.6340235514410058
1,2,1,34.0,1,1,32.5,2.9266533176142913
1,2,1,18.0,0,2,13.0,3.106548495495367
0,2,0,30.0,0,0,13.0,3.410789346604261
0,3,1,10.0,0,2,24.15,1.5830061809322693
0,3,0,28.29529382186232,0,0,7.8958,1.8316707481119776
0,3,0,21.0,0,0,7.7333,1.8311151288788876
0,3,0,29.0,0,0,7.875,1.8315996288501415
0,3,1,28.0,1,1,14.4,1.303099541094979
0,3,0,18.0,1,1,20.2125,1.5211480502464347
0,3,0,28.306865858531015,0,0,7.25,1.829462631799795
1,2,1,28.0,1,0,26.0,2.9574617555535188
1,2,1,19.0,0,0,26.0,3.257064448668234
0,3,0,28.297906399976746,0,0,7.75,1.8311722294400727
1,3,0,32.0,0,0,8.05,3.0
1,1,0,28.0,0,0,26.55,5.0
1,3,1,21.102533844614005,1,0,16.1,1.3619453803347517
1,2,1,42.0,1,0,26.0,2.9574617555535188
0,3,0,17.0,0,0,7.125,1.8290352323897263
0,1,0,50.0,1,0,55.9,3.0
1,1,1,14.0,1,2,120.0,6.0
0,3,1,21.0,2,2,34.375,1.0187620664465076
1,2,1,24.0,2,3,18.75,2.473970274866292
0,1,0,64.0,1,4,263.0,5.0
0,2,0,31.0,0,0,10.5,3.402241358402875
1,2,1,45.0,1,1,26.25,2.9052833471108266
0,3,0,20.0,0,0,9.5,1.8371558211810424
0,3,0,25.0,1,0,7.775,1.5316550162073703
1,2,1,28.0,0,0,13.0,3.2126149100210277
1,3,0,28.2914107925249,0,0,8.1125,1.832411687729273
1,1,0,4.0,0,2,81.8583,7.0
1,2,1,13.0,0,1,19.5,3.1818064720818002
1,1,0,34.0,0,0,26.55,5.01878578459705
1,3,1,5.0,2,1,19.2583,1.0201083244117815
1,1,0,52.0,0,0,30.5,5.0
0,2,0,36.0,1,2,27.75,3.0555533693520616
0,3,0,24.27584078315693,1,0,19.9667,1.5733408193093048
0,1,0,30.0,0,0,27.75,5.0
1,1,0,49.0,1,0,89.1042,5.0
0,3,0,28.292530724844184,0,0,8.05,1.8321979880242392
1,3,0,29.0,0,0,7.8958,1.8316707481119776
0,1,0,65.0,0,0,26.55,3.0
1,1,1,34.4844681119851,1,0,51.8625,4.0
1,2,1,50.0,0,0,10.5,3.2040669218196416
0,3,0,28.297906399976746,0,0,7.75,1.8311722294400727
1,1,0,48.0,0,0,26.55,3.0
0,3,0,34.0,0,0,8.05,1.8321979880242392
0,1,0,47.0,0,0,38.5,3.0
0,2,0,48.0,0,0,13.0,3.410789346604261
0,3,0,28.292530724844184,0,0,8.05,1.8321979880242392
0,3,0,38.0,0,0,7.05,1.8287787927436847
0,2,0,35.448157777800574,0,0,0.0,3.3663398079570546
0,1,0,56.0,0,0,26.55,5.01878578459705
0,3,0,28.29835437290446,0,0,7.725,1.8310867495580583
1,3,1,0.75,2,1,19.2583,1.0201083244117815
0,3,0,28.306865858531015,0,0,7.25,1.829462631799795
0,3,0,38.0,0,0,8.6625,1.8342922451335788
1,2,1,33.0,1,2,27.75,2.857378932768828
1,2,1,23.0,0,0,13.7917,4.0
0,3,1,22.0,0,0,9.8375,1.6401353630049966
0,1,0,41.527753858389104,0,0,52.0,7.0
0,2,0,34.0,1,0,21.0,3.1385402157339803
0,3,0,29.0,1,0,7.0458,1.5291617390087904
0,3,0,22.0,0,0,7.5208,1.8303885498817696
1,3,1,2.0,0,1,12.2875,1.5954791841795242
0,3,0,9.0,5,2,46.9,0.36095384457453683
0,2,0,35.448157777800574,0,0,0.0,3.3663398079570546
0,3,0,50.0,0,0,8.05,1.8321979880242392
1,3,1,63.0,0,0,9.5875,1.6392805641848573
1,1,0,25.0,1,0,91.0792,6.0
0,3,1,12.556517361312707,3,1,25.4667,0.7417333632768592
1,1,1,35.0,1,0,90.0,5.0
0,1,0,58.0,0,0,29.7,6.0
0,3,0,30.0,0,0,8.05,1.8321979880242392
1,3,0,9.0,1,1,15.9,1.5064027705990446
0,3,0,24.27584078315693,1,0,19.9667,1.5733408193093048
0,3,0,21.0,0,0,7.25,1.829462631799795
0,1,0,55.0,0,0,30.5,5.0
0,1,0,71.0,0,0,49.5042,5.097270676905951
0,3,0,21.0,0,0,8.05,1.8321979880242392
0,3,0,28.177700928337522,0,0,14.4583,1.854109217140615
1,1,1,54.0,1,0,78.2667,4.0
0,3,0,28.166202359228972,0,0,15.1,1.8563033147521466
0,1,1,25.0,1,2,151.55,5.0
0,3,0,24.0,0,0,7.7958,1.8313288285839215
0,3,0,17.0,0,0,8.6625,1.8342922451335788
0,3,1,21.0,0,0,7.75,1.6329977928568393
0,3,1,25.05747698983694,0,0,7.6292,1.632584754066948
0,3,1,37.0,0,0,9.5875,1.6392805641848573
1,1,1,16.0,0,0,86.5,6.0
0,1,0,18.0,1,0,108.9,5.0
1,2,1,33.0,0,2,26.0,3.1509980341425736
1,1,0,41.98379029880146,0,0,26.55,5.01878578459705
0,3,0,28.0,0,0,22.525,1.881690839710263
1,3,0,26.0,0,0,56.4958,1.997843638746918
1,3,0,29.0,0,0,7.75,1.8311722294400727
0,3,0,28.292530724844184,0,0,8.05,1.8321979880242392
1,1,0,36.0,0,0,26.2875,3.0
1,1,1,54.0,1,0,59.4,4.6333292198653115
0,3,0,24.0,0,0,7.4958,1.830303069999756
0,1,0,47.0,0,0,34.0208,4.0
1,2,1,34.0,0,0,10.5,2.0
0,3,0,28.00403615939668,0,0,24.15,1.8872470320411638
1,2,1,36.0,1,0,26.0,2.9574617555535188
